zpid,rawHomeStatusCd,marketingStatusSimplifiedCd,imgSrc,hasImage,detailUrl,statusType,statusText,price,priceLabel,address,beds,baths,area,isUserClaimingOwner,isUserConfirmedClaim,pgapt,sgapt,shouldShowZestimateAsPrice,has3DModel,hasVideo,isHomeRec,hasAdditionalAttributions,isFeaturedListing,isShowcaseListing,listingType,isFavorite,availabilityDate,visited,timeOnZillow,rentalMarketingSubType,latLong.latitude,latLong.longitude,variableData.type,variableData.text,hdpData.homeInfo.zpid,hdpData.homeInfo.streetAddress,hdpData.homeInfo.zipcode,hdpData.homeInfo.city,hdpData.homeInfo.state,hdpData.homeInfo.latitude,hdpData.homeInfo.longitude,hdpData.homeInfo.price,hdpData.homeInfo.bathrooms,hdpData.homeInfo.bedrooms,hdpData.homeInfo.livingArea,hdpData.homeInfo.homeType,hdpData.homeInfo.homeStatus,hdpData.homeInfo.daysOnZillow,hdpData.homeInfo.isFeatured,hdpData.homeInfo.shouldHighlight,hdpData.homeInfo.isRentalWithBasePrice,hdpData.homeInfo.rentZestimate,hdpData.homeInfo.isUnmappable,hdpData.homeInfo.isPreforeclosureAuction,hdpData.homeInfo.homeStatusForHDP,hdpData.homeInfo.priceForHDP,hdpData.homeInfo.timeOnZillow,hdpData.homeInfo.isNonOwnerOccupied,hdpData.homeInfo.isPremierBuilder,hdpData.homeInfo.isZillowOwned,hdpData.homeInfo.currency,hdpData.homeInfo.country,hdpData.homeInfo.taxAssessedValue,hdpData.homeInfo.isShowcaseListing,variableData.data.isRead,variableData.data.isFresh,hdpData.homeInfo.zestimate,hdpData.homeInfo.datePriceChanged,hdpData.homeInfo.priceReduction,hdpData.homeInfo.priceChange,hdpData.homeInfo.videoCount,hdpData.homeInfo.unit,streetViewURL,streetViewMetadataURL
85577514,ForRent,For Rent,https://photos.zillowstatic.com/fp/ea7d06b24627931c31fb918fd1121064-p_e.jpg,True,/homedetails/3956-N-Feerwood-Ct-Bloomington-IN-47404/85577514_zpid/,FOR_RENT,House for rent,"$1,900/mo",$1.9K,"3956 N Feerwood Ct, Bloomington, IN 47404",3,2.0,1495.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-05-01 00:00:00,False,1275154000,unknown,39.205284,-86.5445,PERSONALIZED_HOME_INSIGHT,West side,85577514,3956 N Feerwood Ct,47404,Bloomington,IN,39.205284,-86.5445,1900.0,2.0,3.0,1495.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,1900,False,False,FOR_RENT,1900.0,1275154000,True,False,False,USD,USA,231300.0,False,,,284600.0,,,,,,,
94521174,ForRent,For Rent,https://photos.zillowstatic.com/fp/a4b228b43cbade3fb361e4501bb8c847-p_e.jpg,True,/homedetails/611-S-Park-Ave-Bloomington-IN-47408/94521174_zpid/,FOR_RENT,House for rent,"$5,200/mo",$5.2K,"611 S Park Ave, Bloomington, IN 47408",3,3.0,1354.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-01 00:00:00,False,874812000,unknown,39.160755,-86.523705,PERSONALIZED_HOME_INSIGHT,Large deck,94521174,611 S Park Ave,47408,Bloomington,IN,39.160755,-86.523705,5200.0,3.0,3.0,1354.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,3188,False,False,FOR_RENT,5200.0,874812000,True,False,False,USD,USA,399900.0,False,,,427000.0,,,,,,,
85582187,ForRent,For Rent,https://photos.zillowstatic.com/fp/8bf1663f25a9b797555b7c4b161645da-p_e.jpg,True,/homedetails/718-S-Lincoln-St-Bloomington-IN-47401/85582187_zpid/,FOR_RENT,House for rent,"$2,700/mo",$2.7K,"718 S Lincoln St, Bloomington, IN 47401",3,2.0,,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-01 00:00:00,False,874748000,unknown,39.157856,-86.5316,PERSONALIZED_HOME_INSIGHT,Back deck,85582187,718 S Lincoln St,47401,Bloomington,IN,39.157856,-86.5316,2700.0,2.0,3.0,,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,1999,False,False,FOR_RENT,2700.0,874748000,True,False,False,USD,USA,268900.0,False,,,346600.0,,,,,,,
102880090,ForRent,For Rent,https://photos.zillowstatic.com/fp/b38f010aafb0f26a44eafb378e9da5f3-p_e.jpg,True,/homedetails/1515-E-Maxwell-Ln-Bloomington-IN-47401/102880090_zpid/,FOR_RENT,House for rent,"$3,600/mo",$3.6K,"1515 E Maxwell Ln, Bloomington, IN 47401",3,2.0,1490.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-01 00:00:00,False,874841000,unknown,39.15808,-86.51353,PERSONALIZED_HOME_INSIGHT,Central air,102880090,1515 E Maxwell Ln,47401,Bloomington,IN,39.15808,-86.51353,3600.0,2.0,3.0,1490.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,2328,False,False,FOR_RENT,3600.0,874841000,True,False,False,USD,USA,326300.0,False,,,409200.0,,,,,,,
94521760,ForRent,For Rent,https://photos.zillowstatic.com/fp/4b108178afd707621dec8386d54a9f6c-p_e.jpg,True,/homedetails/405-S-Ballantine-Rd-Bloomington-IN-47401/94521760_zpid/,FOR_RENT,House for rent,"$4,400/mo",$4.4K,"405 S Ballantine Rd, Bloomington, IN 47401",3,2.0,2036.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,,False,875585000,unknown,39.16259,-86.51888,PERSONALIZED_HOME_INSIGHT,Central air,94521760,405 S Ballantine Rd,47401,Bloomington,IN,39.16259,-86.51888,4400.0,2.0,3.0,2036.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,3132,False,False,FOR_RENT,4400.0,875585000,True,False,False,USD,USA,389100.0,False,,,417100.0,,,,,,,
102880308,ForRent,For Rent,https://photos.zillowstatic.com/fp/8144d703626de3d75fdd42be1dbd9e20-p_e.jpg,True,/homedetails/804-S-Park-Ave-Bloomington-IN-47401/102880308_zpid/,FOR_RENT,House for rent,"$4,400/mo",$4.4K,"804 S Park Ave, Bloomington, IN 47401",3,2.0,1453.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-24 00:00:00,False,874601000,unknown,39.15899,-86.52393,PERSONALIZED_HOME_INSIGHT,Located south of campus,102880308,804 S Park Ave,47401,Bloomington,IN,39.15899,-86.52393,4400.0,2.0,3.0,1453.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,2770,False,False,FOR_RENT,4400.0,874601000,True,False,False,USD,USA,357900.0,False,,,442900.0,,,,,,,
102880324,ForRent,For Rent,https://photos.zillowstatic.com/fp/b058459ccfffcd294cc0a4ca2c2fa111-p_e.jpg,True,/homedetails/1006-E-1st-St-Bloomington-IN-47401/102880324_zpid/,FOR_RENT,House for rent,"$3,600/mo",$3.6K,"1006 E 1st St, Bloomington, IN 47401",3,2.0,1591.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-01 00:00:00,False,875351000,unknown,39.159054,-86.52225,PERSONALIZED_HOME_INSIGHT,Gorgeous back deck,102880324,1006 E 1st St,47401,Bloomington,IN,39.159054,-86.52225,3600.0,2.0,3.0,1591.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,2925,False,False,FOR_RENT,3600.0,875351000,True,False,False,USD,USA,353600.0,False,,,445700.0,,,,,,,
85585048,ForRent,For Rent,https://photos.zillowstatic.com/fp/01455e1c36e63354514288e5987d1e62-p_e.jpg,True,/homedetails/417-S-Mitchell-St-Bloomington-IN-47401/85585048_zpid/,FOR_RENT,House for rent,"$3,900/mo",$3.9K,"417 S Mitchell St, Bloomington, IN 47401",3,3.0,2256.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-15 00:00:00,False,4312907000,unknown,39.16231,-86.51388,TIME_ON_INFO,49 days ago,85585048,417 S Mitchell St,47401,Bloomington,IN,39.16231,-86.51388,3900.0,3.0,3.0,2256.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,2429,False,False,FOR_RENT,3900.0,4312907000,True,False,False,USD,USA,351900.0,False,,False,434200.0,,,,,,,
85577045,ForRent,For Rent,https://photos.zillowstatic.com/fp/db44b95f5958faf3e197afdd9938aab9-p_e.jpg,True,/homedetails/3601-N-Kinser-Pike-Bloomington-IN-47404/85577045_zpid/,FOR_RENT,House for rent,"$1,700/mo",$1.7K,"3601 N Kinser Pike, Bloomington, IN 47404",3,2.0,1872.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-06-01 00:00:00,False,314977000,unknown,39.20078,-86.54351,PERSONALIZED_HOME_INSIGHT,New gas furnace,85577045,3601 N Kinser Pike,47404,Bloomington,IN,39.20078,-86.54351,1700.0,2.0,3.0,1872.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,1999,False,False,FOR_RENT,1700.0,314977000,True,False,False,USD,USA,231500.0,False,,,242200.0,,,,,,,
85585935,ForRent,For Rent,https://photos.zillowstatic.com/fp/7d585620afd32663b03be79e63d066c6-p_e.jpg,True,/homedetails/1008-E-2nd-St-Bloomington-IN-47401/85585935_zpid/,FOR_RENT,House for rent,"$4,500/mo",$4.5K,"1008 E 2nd St, Bloomington, IN 47401",3,3.0,2888.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-16 00:00:00,False,875589000,unknown,39.16083,-86.52088,PERSONALIZED_HOME_INSIGHT,Additional storage,85585935,1008 E 2nd St,47401,Bloomington,IN,39.16083,-86.52088,4500.0,3.0,3.0,2888.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,2800,False,False,FOR_RENT,4500.0,875589000,True,False,False,USD,USA,283300.0,False,,,485600.0,,,,,,,
85587920,ForRent,For Rent,https://photos.zillowstatic.com/fp/412ae8dc123a759a31804a2e1a9d21c7-p_e.jpg,True,/homedetails/705-S-Fess-Ave-Bloomington-IN-47401/85587920_zpid/,FOR_RENT,House for rent,"$4,500/mo",$4.5K,"705 S Fess Ave, Bloomington, IN 47401",3,3.0,2629.0,False,False,ForRent,For Rent,False,False,True,False,False,False,False,,False,2024-08-01 00:00:00,False,875357000,unknown,39.15998,-86.52562,VIDEO_WALKTHROUGH,Video Walkthrough,85587920,705 S Fess Ave,47401,Bloomington,IN,39.15998,-86.52562,4500.0,3.0,3.0,2629.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,4943,False,False,FOR_RENT,4500.0,875357000,True,False,False,USD,USA,408100.0,False,,,628200.0,,,,1.0,,,
102880498,ForRent,For Rent,https://photos.zillowstatic.com/fp/3ab22fd1ded48b12479d70f5ec0d3501-p_e.jpg,True,/homedetails/702-E-Maxwell-Ln-Bloomington-IN-47401/102880498_zpid/,FOR_RENT,House for rent,"$4,500/mo",$4.5K,"702 E Maxwell Ln, Bloomington, IN 47401",3,3.0,972.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-01 00:00:00,False,875466000,unknown,39.1576,-86.525795,PERSONALIZED_HOME_INSIGHT,Central air,102880498,702 E Maxwell Ln,47401,Bloomington,IN,39.1576,-86.525795,4500.0,3.0,3.0,972.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,2556,False,False,FOR_RENT,4500.0,875466000,True,False,False,USD,USA,378900.0,False,,,470700.0,,,,,,,
85583150,ForRent,For Rent,https://photos.zillowstatic.com/fp/9ac29b9f940bb814085cd3851cd90dcd-p_e.jpg,True,/homedetails/1725-S-Olive-Ave-Bloomington-IN-47401/85583150_zpid/,FOR_RENT,House for rent,"$2,650/mo",$2.7K,"1725 S Olive Ave, Bloomington, IN 47401",3,2.0,1320.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-01 00:00:00,False,3385298000,unknown,39.147644,-86.5188,PERSONALIZED_HOME_INSIGHT,Cedar fencing,85583150,1725 S Olive Ave,47401,Bloomington,IN,39.147644,-86.5188,2650.0,2.0,3.0,1320.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,1906,False,False,FOR_RENT,2650.0,3385298000,True,False,False,USD,USA,250900.0,False,,,287600.0,1709625600000.0,$50 (Mar 5),-50.0,,,,
94519885,ForRent,For Rent,https://photos.zillowstatic.com/fp/87f667f51d55ef74a55736c175501da3-p_e.jpg,True,/homedetails/810-E-1st-St-Bloomington-IN-47401/94519885_zpid/,FOR_RENT,House for rent,"$3,300/mo",$3.3K,"810 E 1st St, Bloomington, IN 47401",3,3.0,2174.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-01 00:00:00,False,875301000,unknown,39.159077,-86.52444,PERSONALIZED_HOME_INSIGHT,Central air,94519885,810 E 1st St,47401,Bloomington,IN,39.159077,-86.52444,3300.0,3.0,3.0,2174.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,2850,False,False,FOR_RENT,3300.0,875301000,True,False,False,USD,USA,267300.0,False,,,486800.0,,,,,,,
85587934,ForRent,For Rent,https://photos.zillowstatic.com/fp/10d638a8d50dc156d7d83788da4f6274-p_e.jpg,True,/homedetails/1623-E-1st-St-Bloomington-IN-47401/85587934_zpid/,FOR_RENT,House for rent,"$3,300/mo",$3.3K,"1623 E 1st St, Bloomington, IN 47401",3,2.0,1902.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-01 00:00:00,False,875357000,unknown,39.159508,-86.51369,PERSONALIZED_HOME_INSIGHT,Cute cape cod home,85587934,1623 E 1st St,47401,Bloomington,IN,39.159508,-86.51369,3300.0,2.0,3.0,1902.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,2529,False,False,FOR_RENT,3300.0,875357000,True,False,False,USD,USA,355300.0,False,,,457600.0,,,,,,,
94522000,ForRent,For Rent,https://photos.zillowstatic.com/fp/fdb19967af4deb1cd354440c5130dee9-p_e.jpg,True,/homedetails/515-S-Woodlawn-Ave-Bloomington-IN-47401/94522000_zpid/,FOR_RENT,House for rent,"$3,000/mo",$3.0K,"515 S Woodlawn Ave, Bloomington, IN 47401",3,2.0,,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-01 00:00:00,False,874697000,unknown,39.16168,-86.52233,PERSONALIZED_HOME_INSIGHT,Central air,94522000,515 S Woodlawn Ave,47401,Bloomington,IN,39.16168,-86.52233,3000.0,2.0,3.0,,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,2700,False,False,FOR_RENT,3000.0,874697000,True,False,False,USD,USA,311200.0,False,,,418900.0,,,,,,,
85582184,ForRent,For Rent,https://photos.zillowstatic.com/fp/9bc4417aa2ef8fa51516e49560ad5012-p_e.jpg,True,/homedetails/422-S-Hawthorne-Dr-Bloomington-IN-47401/85582184_zpid/,FOR_RENT,House for rent,"$4,050/mo",$4.1K,"422 S Hawthorne Dr, Bloomington, IN 47401",3,3.0,2496.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-16 00:00:00,False,875557000,unknown,39.16255,-86.52039,PERSONALIZED_HOME_INSIGHT,Large windows,85582184,422 S Hawthorne Dr,47401,Bloomington,IN,39.16255,-86.52039,4050.0,3.0,3.0,2496.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,3188,False,False,FOR_RENT,4050.0,875557000,True,False,False,USD,USA,306100.0,False,,,483100.0,,,,,,,
102875936,ForRent,For Rent,https://photos.zillowstatic.com/fp/a4b212c23a64dae6af5bfabd257863cb-p_e.jpg,True,/homedetails/3994-W-Furr-Ct-Bloomington-IN-47404/102875936_zpid/,FOR_RENT,House for rent,"$2,000/mo",$2.0K,"3994 W Furr Ct, Bloomington, IN 47404",3,2.0,1741.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-03-01 00:00:00,False,1316171000,unknown,39.21902,-86.59356,PERSONALIZED_HOME_INSIGHT,Privacy fence,102875936,3994 W Furr Ct,47404,Bloomington,IN,39.21902,-86.59356,2000.0,2.0,3.0,1741.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,1999,False,False,FOR_RENT,2000.0,1316171000,True,False,False,USD,USA,258300.0,False,,,281700.0,,,,,,,
94522869,ForRent,For Rent,https://photos.zillowstatic.com/fp/eacc1e76906022a401838595119972a9-p_e.jpg,True,/homedetails/821-S-Henderson-St-Bloomington-IN-47401/94522869_zpid/,FOR_RENT,House for rent,"$3,600/mo",$3.6K,"821 S Henderson St, Bloomington, IN 47401",3,2.0,1242.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-16 00:00:00,False,875679000,unknown,39.158154,-86.526794,PERSONALIZED_HOME_INSIGHT,Dining rooms,94522869,821 S Henderson St,47401,Bloomington,IN,39.158154,-86.526794,3600.0,2.0,3.0,1242.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,2100,False,False,FOR_RENT,3600.0,875679000,True,False,False,USD,USA,210200.0,False,,,372500.0,,,,,,,
94522143,ForRent,For Rent,https://photos.zillowstatic.com/fp/94955f04ca1e7ddc76d46ad340b4be07-p_e.jpg,True,/homedetails/1321-S-Palmer-Ave-Bloomington-IN-47401/94522143_zpid/,FOR_RENT,House for rent,"$2,150/mo",$2.2K,"1321 S Palmer Ave, Bloomington, IN 47401",3,2.0,1230.0,False,False,ForRent,For Rent,False,False,False,False,False,False,False,,False,2024-08-15 00:00:00,False,4213212000,unknown,39.151608,-86.52886,TIME_ON_INFO,48 days ago,94522143,1321 S Palmer Ave,47401,Bloomington,IN,39.151608,-86.52886,2150.0,2.0,3.0,1230.0,SINGLE_FAMILY,FOR_RENT,-1,False,False,False,1800,False,False,FOR_RENT,2150.0,4213212000,True,False,False,USD,USA,282600.0,False,,False,286400.0,,,,,,,
